tipovivienda,calidadservicios,sexo,edad,alfabetismo,actividad,nombredepto,nombreprov,hogarid
1,1,1,12,1,0,La Matanza                                        ,Buenos Aires                                      ,2294078
1,1,2,18,1,3,La Matanza                                        ,Buenos Aires                                      ,2294078
1,1,1,48,1,3,La Matanza                                        ,Buenos Aires                                      ,2305995
1,1,2,51,1,3,La Matanza                                        ,Buenos Aires                                      ,2305995
1,1,1,33,1,1,La Matanza                                        ,Buenos Aires                                      ,2305995
1,1,1,23,1,1,La Matanza                                        ,Buenos Aires                                      ,2305995
1,1,2,24,1,1,La Matanza                                        ,Buenos Aires                                      ,2305995
1,1,2,32,1,3,La Matanza                                        ,Buenos Aires                                      ,2305995
1,1,1,6,1,0,La Matanza                                        ,Buenos Aires                                      ,2305995
1,1,2,5,1,0,La Matanza                                        ,Buenos Aires                                      ,2305995
1,3,1,59,1,1,La Matanza                                        ,Buenos Aires                                      ,2373081
1,3,2,57,1,2,La Matanza                                        ,Buenos Aires                                      ,2373081
1,3,1,39,1,1,La Matanza                                        ,Buenos Aires                                      ,2384111
1,3,2,25,1,1,La Matanza                                        ,Buenos Aires                                      ,2384111
1,3,1,46,2,1,La Matanza                                        ,Buenos Aires                                      ,2392954
1,3,2,43,2,1,La Matanza                                        ,Buenos Aires                                      ,2392954
1,3,2,27,1,3,La Matanza                                        ,Buenos Aires                                      ,2392954
1,3,2,22,1,3,La Matanza                                        ,Buenos Aires                                      ,2392954
1,3,1,20,1,1,La Matanza                                        ,Buenos Aires                                      ,2392954
1,3,2,18,1,1,La Matanza                                        ,Buenos Aires                                      ,2392954
1,3,1,65,1,3,La Matanza                                        ,Buenos Aires                                      ,2435366
1,3,2,61,1,3,La Matanza                                        ,Buenos Aires                                      ,2435366
1,3,2,38,1,1,La Matanza                                        ,Buenos Aires                                      ,2435366
1,3,1,12,1,0,La Matanza                                        ,Buenos Aires                                      ,2435366
1,2,1,57,1,1,La Matanza                                        ,Buenos Aires                                      ,2443245
1,2,2,51,1,1,La Matanza                                        ,Buenos Aires                                      ,2443245
1,2,2,24,1,2,La Matanza                                        ,Buenos Aires                                      ,2443245
1,2,1,53,1,1,Lanús                                             ,Buenos Aires                                      ,2592127
1,2,2,53,1,3,Lanús                                             ,Buenos Aires                                      ,2592127
1,2,2,20,1,1,Lanús                                             ,Buenos Aires                                      ,2592127
1,2,1,22,1,2,Lanús                                             ,Buenos Aires                                      ,2592127
1,2,1,40,1,1,Lanús                                             ,Buenos Aires                                      ,2592127
1,1,1,39,1,1,Lanús                                             ,Buenos Aires                                      ,2621179
1,1,2,36,1,3,Lanús                                             ,Buenos Aires                                      ,2621179
1,1,1,4,2,0,Lanús                                             ,Buenos Aires                                      ,2621179
1,1,2,66,1,3,Lanús                                             ,Buenos Aires                                      ,2621179
1,2,1,49,1,1,Lanús                                             ,Buenos Aires                                      ,2693194
1,2,2,37,1,1,Lanús                                             ,Buenos Aires                                      ,2693194
1,2,2,10,1,0,Lanús                                             ,Buenos Aires                                      ,2693194
1,1,1,41,1,1,Lomas de Zamora                                   ,Buenos Aires                                      ,2737991
1,1,2,36,1,1,Lomas de Zamora                                   ,Buenos Aires                                      ,2737991
1,1,1,1,0,0,Lomas de Zamora                                   ,Buenos Aires                                      ,2737991
5,3,1,29,1,1,Malvinas Argentinas                               ,Buenos Aires                                      ,2921427
1,3,2,66,1,2,Malvinas Argentinas                               ,Buenos Aires                                      ,2945429
1,3,2,36,1,2,Malvinas Argentinas                               ,Buenos Aires                                      ,2945429
1,3,1,20,1,2,Malvinas Argentinas                               ,Buenos Aires                                      ,2945429
1,3,2,13,1,0,Malvinas Argentinas                               ,Buenos Aires                                      ,2945429
1,3,1,9,1,0,Malvinas Argentinas                               ,Buenos Aires                                      ,2945429
1,3,1,3,2,0,Malvinas Argentinas                               ,Buenos Aires                                      ,2945429
1,3,2,2,0,0,Malvinas Argentinas                               ,Buenos Aires                                      ,2945429
1,3,1,60,1,1,Malvinas Argentinas                               ,Buenos Aires                                      ,2961647
1,3,2,59,1,3,Malvinas Argentinas                               ,Buenos Aires                                      ,2961647
1,3,1,48,1,1,Merlo                                             ,Buenos Aires                                      ,3096214
1,3,2,32,1,1,Merlo                                             ,Buenos Aires                                      ,3096214
1,3,2,0,0,0,Merlo                                             ,Buenos Aires                                      ,3096214
1,3,2,4,2,0,Merlo                                             ,Buenos Aires                                      ,3096214
1,3,1,46,1,1,Merlo                                             ,Buenos Aires                                      ,3101488
1,3,1,29,1,1,Merlo                                             ,Buenos Aires                                      ,3131216
1,3,2,29,1,1,Merlo                                             ,Buenos Aires                                      ,3131216
1,3,2,1,0,0,Merlo                                             ,Buenos Aires                                      ,3131216
1,3,1,29,1,1,Moreno                                            ,Buenos Aires                                      ,3172318
1,3,2,29,1,3,Moreno                                            ,Buenos Aires                                      ,3172318
1,3,1,0,0,0,Moreno                                            ,Buenos Aires                                      ,3172318
1,3,1,9,1,0,Moreno                                            ,Buenos Aires                                      ,3172318
1,3,1,5,2,0,Moreno                                            ,Buenos Aires                                      ,3172318
1,3,1,42,1,3,Quilmes                                           ,Buenos Aires                                      ,3434310
1,3,2,40,1,1,Quilmes                                           ,Buenos Aires                                      ,3434310
1,3,2,14,1,3,Quilmes                                           ,Buenos Aires                                      ,3434310
1,3,1,9,1,0,Quilmes                                           ,Buenos Aires                                      ,3434310
1,1,1,35,1,1,Quilmes                                           ,Buenos Aires                                      ,3475863
1,1,2,40,1,1,Quilmes                                           ,Buenos Aires                                      ,3475863
1,1,2,0,0,0,Quilmes                                           ,Buenos Aires                                      ,3475863
1,1,1,35,1,1,San Fernando                                      ,Buenos Aires                                      ,3577151
1,1,2,35,1,2,San Fernando                                      ,Buenos Aires                                      ,3577151
1,1,2,13,1,0,San Fernando                                      ,Buenos Aires                                      ,3577151
1,1,1,9,1,0,San Fernando                                      ,Buenos Aires                                      ,3577151
4,1,1,30,1,1,San Isidro                                        ,Buenos Aires                                      ,3599973
4,1,2,29,1,1,San Isidro                                        ,Buenos Aires                                      ,3599973
1,1,1,53,1,1,San Isidro                                        ,Buenos Aires                                      ,3604771
1,3,1,51,1,1,San Miguel                                        ,Buenos Aires                                      ,3688740
1,3,2,43,1,3,San Miguel                                        ,Buenos Aires                                      ,3688740
1,3,1,18,1,3,San Miguel                                        ,Buenos Aires                                      ,3688740
1,3,2,15,1,3,San Miguel                                        ,Buenos Aires                                      ,3688740
1,2,2,51,1,1,San Miguel                                        ,Buenos Aires                                      ,3719238
1,2,1,63,1,1,San Miguel                                        ,Buenos Aires                                      ,3719238
1,2,2,19,1,1,San Miguel                                        ,Buenos Aires                                      ,3719238
1,2,1,16,1,3,San Miguel                                        ,Buenos Aires                                      ,3719238
1,2,2,64,1,1,San Miguel                                        ,Buenos Aires                                      ,3753969
1,3,1,47,1,1,San Miguel                                        ,Buenos Aires                                      ,3767193
1,3,1,21,1,1,San Miguel                                        ,Buenos Aires                                      ,3767193
1,3,2,18,1,1,San Miguel                                        ,Buenos Aires                                      ,3767193
1,3,2,80,1,3,Tigre                                             ,Buenos Aires                                      ,3806498
1,3,2,22,1,1,Tigre                                             ,Buenos Aires                                      ,3806498
1,1,1,74,1,1,Tres de Febrero                                   ,Buenos Aires                                      ,3979094
1,1,2,75,1,1,Tres de Febrero                                   ,Buenos Aires                                      ,3979094
4,1,2,58,1,1,Vicente López                                     ,Buenos Aires                                      ,4010489
4,1,1,58,1,1,Vicente López                                     ,Buenos Aires                                      ,4010489
4,1,1,26,1,1,Vicente López                                     ,Buenos Aires                                      ,4010489
4,1,2,23,1,3,Vicente López                                     ,Buenos Aires                                      ,4010489
4,1,1,23,1,3,Vicente López                                     ,Buenos Aires                                      ,4062406
4,1,1,21,1,3,Vicente López                                     ,Buenos Aires                                      ,4062406
4,1,2,24,1,3,Bahía Blanca                                      ,Buenos Aires                                      ,4171211
4,1,2,21,1,3,Bahía Blanca                                      ,Buenos Aires                                      ,4171211
4,1,1,87,1,3,Bahía Blanca                                      ,Buenos Aires                                      ,4176744
4,1,2,81,1,1,Bahía Blanca                                      ,Buenos Aires                                      ,4176744
1,1,1,43,1,1,Bahía Blanca                                      ,Buenos Aires                                      ,4198521
1,1,2,35,1,1,Bahía Blanca                                      ,Buenos Aires                                      ,4198521
1,1,2,9,1,0,Bahía Blanca                                      ,Buenos Aires                                      ,4198521
1,1,2,7,1,0,Bahía Blanca                                      ,Buenos Aires                                      ,4198521
1,1,1,37,1,1,Bahía Blanca                                      ,Buenos Aires                                      ,4200486
1,1,2,40,1,1,Bahía Blanca                                      ,Buenos Aires                                      ,4200486
1,1,2,4,2,0,Bahía Blanca                                      ,Buenos Aires                                      ,4200486
1,1,2,41,1,1,Berisso                                           ,Buenos Aires                                      ,4292927
1,1,2,20,1,1,Berisso                                           ,Buenos Aires                                      ,4292927
1,1,1,23,1,1,Berisso                                           ,Buenos Aires                                      ,4292927
1,1,1,86,1,3,Berisso                                           ,Buenos Aires                                      ,4292927
1,1,1,1,0,0,Berisso                                           ,Buenos Aires                                      ,4292927
1,1,1,25,1,1,Berisso                                           ,Buenos Aires                                      ,4292927
1,3,1,55,1,1,Carmen de Areco                                   ,Buenos Aires                                      ,4405682
1,3,1,16,1,3,Carmen de Areco                                   ,Buenos Aires                                      ,4405682
4,1,1,26,1,1,Coronel de Marina L. Rosales                      ,Buenos Aires                                      ,4422919
1,3,1,46,1,1,Dolores                                           ,Buenos Aires                                      ,4530454
1,3,2,42,1,1,Dolores                                           ,Buenos Aires                                      ,4530454
1,3,1,18,1,1,Dolores                                           ,Buenos Aires                                      ,4530454
1,3,2,50,1,1,Escobar                                           ,Buenos Aires                                      ,4561561
1,3,2,70,1,1,General La Madrid                                 ,Buenos Aires                                      ,4656221
1,3,1,73,1,1,General La Madrid                                 ,Buenos Aires                                      ,4656221
1,1,1,58,1,1,General Pueyrredón                                ,Buenos Aires                                      ,4714648
1,1,2,82,1,3,General Pueyrredón                                ,Buenos Aires                                      ,4714648
4,1,2,50,1,3,General Pueyrredón                                ,Buenos Aires                                      ,4746346
4,1,1,24,1,3,La Plata                                          ,Buenos Aires                                      ,5009368
1,1,1,38,1,1,La Plata                                          ,Buenos Aires                                      ,5050684
1,1,2,37,1,1,La Plata                                          ,Buenos Aires                                      ,5050684
1,1,2,9,1,0,La Plata                                          ,Buenos Aires                                      ,5050684
1,1,2,7,1,0,La Plata                                          ,Buenos Aires                                      ,5050684
3,3,1,34,1,1,La Plata                                          ,Buenos Aires                                      ,5085517
3,3,2,33,1,2,La Plata                                          ,Buenos Aires                                      ,5085517
3,3,2,13,1,0,La Plata                                          ,Buenos Aires                                      ,5085517
3,3,1,9,1,0,La Plata                                          ,Buenos Aires                                      ,5085517
3,3,2,1,0,0,La Plata                                          ,Buenos Aires                                      ,5085517
1,3,1,28,1,1,La Plata                                          ,Buenos Aires                                      ,5128338
1,3,2,28,1,1,La Plata                                          ,Buenos Aires                                      ,5128338
1,3,2,6,1,0,La Plata                                          ,Buenos Aires                                      ,5128338
1,2,2,63,1,1,Las Flores                                        ,Buenos Aires                                      ,5217402
1,1,2,72,1,3,Mercedes                                          ,Buenos Aires                                      ,5338664
1,1,1,80,1,3,Mercedes                                          ,Buenos Aires                                      ,5338664
1,1,2,45,1,1,Mercedes                                          ,Buenos Aires                                      ,5338664
1,1,1,60,1,1,Mercedes                                          ,Buenos Aires                                      ,5338664
1,1,2,64,1,1,Monte Hermoso                                     ,Buenos Aires                                      ,5349274
1,1,2,50,1,1,Pergamino                                         ,Buenos Aires                                      ,5473665
1,1,2,26,1,2,Pergamino                                         ,Buenos Aires                                      ,5473665
1,1,2,20,1,3,Pergamino                                         ,Buenos Aires                                      ,5473665
1,1,2,1,0,0,Pergamino                                         ,Buenos Aires                                      ,5473665
1,3,1,50,1,1,Pilar                                             ,Buenos Aires                                      ,5510869
1,3,2,48,1,3,Pilar                                             ,Buenos Aires                                      ,5510869
1,3,2,23,1,3,Pilar                                             ,Buenos Aires                                      ,5510869
1,3,2,47,1,1,Pilar                                             ,Buenos Aires                                      ,5511621
1,3,1,50,1,1,Pilar                                             ,Buenos Aires                                      ,5511621
1,3,1,24,1,1,Pilar                                             ,Buenos Aires                                      ,5511621
1,3,1,21,1,1,Pilar                                             ,Buenos Aires                                      ,5511621
1,1,2,42,1,1,Pilar                                             ,Buenos Aires                                      ,5551625
1,1,1,8,2,0,Pilar                                             ,Buenos Aires                                      ,5551625
1,1,1,3,2,0,Pilar                                             ,Buenos Aires                                      ,5551625
1,1,1,29,1,3,Pilar                                             ,Buenos Aires                                      ,5561477
1,1,2,35,1,1,Pilar                                             ,Buenos Aires                                      ,5561477
1,1,1,16,1,2,Pilar                                             ,Buenos Aires                                      ,5561477
1,1,2,12,1,0,Pilar                                             ,Buenos Aires                                      ,5561477
1,1,1,7,1,0,Pilar                                             ,Buenos Aires                                      ,5561477
1,1,1,29,1,1,Ramallo                                           ,Buenos Aires                                      ,5629637
1,1,2,25,1,3,Ramallo                                           ,Buenos Aires                                      ,5629637
1,1,2,8,1,0,Ramallo                                           ,Buenos Aires                                      ,5629637
1,1,2,3,2,0,Ramallo                                           ,Buenos Aires                                      ,5629637
1,1,1,33,1,1,San Nicolás                                       ,Buenos Aires                                      ,5720792
1,1,2,32,1,1,San Nicolás                                       ,Buenos Aires                                      ,5720792
1,1,1,11,1,0,San Nicolás                                       ,Buenos Aires                                      ,5720792
1,1,2,9,1,0,San Nicolás                                       ,Buenos Aires                                      ,5720792
1,1,2,0,0,0,San Nicolás                                       ,Buenos Aires                                      ,5720792
1,1,2,63,1,3,San Nicolás                                       ,Buenos Aires                                      ,5720792
1,1,1,47,1,1,Villa Gesell                                      ,Buenos Aires                                      ,5894878
1,1,2,86,1,3,Villa Gesell                                      ,Buenos Aires                                      ,5894878
2,3,2,35,1,1,Zárate                                            ,Buenos Aires                                      ,5940653
2,3,2,57,1,3,Zárate                                            ,Buenos Aires                                      ,5940653
2,3,2,13,1,0,Zárate                                            ,Buenos Aires                                      ,5940653
2,3,2,12,1,0,Zárate                                            ,Buenos Aires                                      ,5940653
2,3,2,6,1,0,Zárate                                            ,Buenos Aires                                      ,5940653
2,3,1,5,2,0,Zárate                                            ,Buenos Aires                                      ,5940653
2,3,1,3,2,0,Zárate                                            ,Buenos Aires                                      ,5940653
1,1,2,38,1,1,Belén                                             ,Catamarca                                         ,5958429
1,1,1,13,1,0,Belén                                             ,Catamarca                                         ,5958429
1,1,1,4,2,0,Belén                                             ,Catamarca                                         ,5958429
1,1,1,0,0,0,Belén                                             ,Catamarca                                         ,5958429
1,1,1,59,1,1,Capital                                           ,Catamarca                                         ,5987749
1,1,2,48,1,1,Capital                                           ,Catamarca                                         ,5987749
1,1,2,23,1,1,Capital                                           ,Catamarca                                         ,5987749
1,1,1,10,1,0,Capital                                           ,Catamarca                                         ,5987749
1,2,1,67,1,3,Calamuchita                                       ,Córdoba                                           ,6056038
1,2,1,63,1,3,Capital                                           ,Córdoba                                           ,6127117
1,2,2,61,1,1,Capital                                           ,Córdoba                                           ,6127117
1,2,1,34,1,1,Capital                                           ,Córdoba                                           ,6127117
1,2,2,39,1,2,Capital                                           ,Córdoba                                           ,6179069
1,2,1,20,1,1,Capital                                           ,Córdoba                                           ,6179069
1,2,2,17,1,1,Capital                                           ,Córdoba                                           ,6179069
1,2,2,15,1,1,Capital                                           ,Córdoba                                           ,6179069
1,2,2,9,1,0,Capital                                           ,Córdoba                                           ,6179069
1,2,2,6,2,0,Capital                                           ,Córdoba                                           ,6179069
1,2,2,2,0,0,Capital                                           ,Córdoba                                           ,6179069
1,1,1,30,1,1,Capital                                           ,Córdoba                                           ,6253798
1,1,2,28,1,1,Capital                                           ,Córdoba                                           ,6253798
1,1,2,9,1,0,Capital                                           ,Córdoba                                           ,6253798
1,1,2,6,1,0,Capital                                           ,Córdoba                                           ,6253798
1,1,1,1,0,0,Capital                                           ,Córdoba                                           ,6253798
4,1,1,31,1,1,Capital                                           ,Córdoba                                           ,6273535
4,1,2,28,1,1,Capital                                           ,Córdoba                                           ,6273535
4,1,2,5,2,0,Capital                                           ,Córdoba                                           ,6273535
4,1,2,4,2,0,Capital                                           ,Córdoba                                           ,6273535
4,1,1,2,0,0,Capital                                           ,Córdoba                                           ,6273535
1,1,2,64,1,3,Capital                                           ,Córdoba                                           ,6331008
1,1,2,38,1,1,Capital                                           ,Córdoba                                           ,6331008
1,2,1,76,1,3,Capital                                           ,Córdoba                                           ,6447212
1,2,2,84,1,3,Capital                                           ,Córdoba                                           ,6447212
1,3,1,42,2,1,Colón                                             ,Córdoba                                           ,6491388
1,3,1,17,1,3,Colón                                             ,Córdoba                                           ,6491388
1,3,1,15,1,3,Colón                                             ,Córdoba                                           ,6491388
1,3,2,13,1,0,Colón                                             ,Córdoba                                           ,6491388
1,3,1,11,1,0,Colón                                             ,Córdoba                                           ,6491388
1,3,1,9,1,0,Colón                                             ,Córdoba                                           ,6491388
1,2,1,43,1,1,Colón                                             ,Córdoba                                           ,6528571
1,2,2,38,1,1,Colón                                             ,Córdoba                                           ,6528571
1,1,2,63,1,1,General San Martín                                ,Córdoba                                           ,6598866
1,1,1,69,1,3,General San Martín                                ,Córdoba                                           ,6598866
1,1,2,69,1,3,General San Martín                                ,Córdoba                                           ,6610552
1,2,2,63,1,1,Ischilín                                          ,Córdoba                                           ,6616742
1,2,2,36,1,1,Ischilín                                          ,Córdoba                                           ,6616742
1,2,2,26,1,1,Ischilín                                          ,Córdoba                                           ,6616742
1,2,1,28,1,1,Ischilín                                          ,Córdoba                                           ,6616742
1,2,2,1,0,0,Ischilín                                          ,Córdoba                                           ,6616742
1,2,1,13,1,0,Ischilín                                          ,Córdoba                                           ,6616742
1,3,1,57,1,1,Juárez Celman                                     ,Córdoba                                           ,6633839
1,3,1,32,1,1,San Justo                                         ,Córdoba                                           ,6925944
1,3,2,33,1,1,San Justo                                         ,Córdoba                                           ,6925944
1,3,1,65,1,1,San Justo                                         ,Córdoba                                           ,6925944
1,3,1,12,1,0,San Justo                                         ,Córdoba                                           ,6925944
1,3,1,9,1,0,San Justo                                         ,Córdoba                                           ,6925944
1,3,2,6,1,0,San Justo                                         ,Córdoba                                           ,6925944
1,3,1,3,2,0,San Justo                                         ,Córdoba                                           ,6925944
1,3,1,0,0,0,San Justo                                         ,Córdoba                                           ,6925944
1,1,1,58,1,1,Curuzú Cuatiá                                     ,Corrientes                                        ,7201273
1,1,2,59,1,3,Curuzú Cuatiá                                     ,Corrientes                                        ,7201273
1,1,1,24,1,1,Curuzú Cuatiá                                     ,Corrientes                                        ,7201273
1,1,2,20,1,1,Curuzú Cuatiá                                     ,Corrientes                                        ,7201273
1,1,1,59,1,1,Goya                                              ,Corrientes                                        ,7226015
1,1,2,58,1,3,Goya                                              ,Corrientes                                        ,7226015
1,1,1,34,1,1,Goya                                              ,Corrientes                                        ,7226015
1,1,2,38,1,3,Goya                                              ,Corrientes                                        ,7226015
1,1,1,1,0,0,Goya                                              ,Corrientes                                        ,7226015
1,2,2,36,1,3,Ituzaingó                                         ,Corrientes                                        ,7252118
1,2,1,18,1,3,Ituzaingó                                         ,Corrientes                                        ,7252118
1,2,1,9,1,0,Ituzaingó                                         ,Corrientes                                        ,7252118
1,3,1,51,1,1,Comandante Fernández                              ,Chaco                                             ,7365049
1,3,2,48,1,3,Comandante Fernández                              ,Chaco                                             ,7365049
1,3,2,20,1,3,Comandante Fernández                              ,Chaco                                             ,7365049
1,3,2,19,1,3,Comandante Fernández                              ,Chaco                                             ,7365049
1,3,2,15,1,3,Comandante Fernández                              ,Chaco                                             ,7365049
1,3,1,37,1,1,Comandante Fernández                              ,Chaco                                             ,7389819
1,3,1,18,1,3,Comandante Fernández                              ,Chaco                                             ,7389819
1,3,1,12,1,0,Comandante Fernández                              ,Chaco                                             ,7389819
1,3,1,10,1,0,Comandante Fernández                              ,Chaco                                             ,7389819
1,3,2,16,1,3,Comandante Fernández                              ,Chaco                                             ,7389819
1,3,2,14,1,3,Comandante Fernández                              ,Chaco                                             ,7389819
1,3,2,66,1,3,2 de Abril                                        ,Chaco                                             ,7408087
1,3,1,49,1,1,San Fernando                                      ,Chaco                                             ,7576657
1,3,2,48,1,1,San Fernando                                      ,Chaco                                             ,7576657
1,3,2,16,1,3,San Fernando                                      ,Chaco                                             ,7576657
1,3,1,22,1,1,San Fernando                                      ,Chaco                                             ,7576657
1,3,2,2,0,0,San Fernando                                      ,Chaco                                             ,7576657
1,1,1,48,1,1,Biedma                                            ,Chubut                                            ,7656155
1,1,2,48,1,3,Biedma                                            ,Chubut                                            ,7656155
1,1,2,22,1,2,Biedma                                            ,Chubut                                            ,7656155
1,1,1,19,1,2,Biedma                                            ,Chubut                                            ,7656155
1,1,1,17,1,2,Biedma                                            ,Chubut                                            ,7656155
1,1,2,83,1,3,Escalante                                         ,Chubut                                            ,7705689
1,1,1,52,1,1,Escalante                                         ,Chubut                                            ,7705689
1,1,1,45,1,1,Escalante                                         ,Chubut                                            ,7705689
1,3,1,54,1,1,Diamante                                          ,Entre Ríos                                        ,7871224
1,3,2,59,1,3,Diamante                                          ,Entre Ríos                                        ,7871224
1,3,1,30,1,1,Diamante                                          ,Entre Ríos                                        ,7871224
1,3,1,28,1,1,Diamante                                          ,Entre Ríos                                        ,7871224
1,3,2,19,1,1,Diamante                                          ,Entre Ríos                                        ,7871224
1,3,2,36,1,1,Gualeguaychú                                      ,Entre Ríos                                        ,7927237
1,3,2,14,1,3,Gualeguaychú                                      ,Entre Ríos                                        ,7927237
2,3,1,20,1,3,Islas del Ibicuy                                  ,Entre Ríos                                        ,7961462
2,3,2,17,1,3,Islas del Ibicuy                                  ,Entre Ríos                                        ,7961462
2,3,2,1,0,0,Islas del Ibicuy                                  ,Entre Ríos                                        ,7961462
1,1,1,53,1,1,Nogoya                                            ,Entre Ríos                                        ,7984294
1,1,2,51,1,1,Nogoya                                            ,Entre Ríos                                        ,7984294
1,1,2,19,1,1,Nogoya                                            ,Entre Ríos                                        ,7984294
1,1,1,21,1,1,Nogoya                                            ,Entre Ríos                                        ,7984294
1,1,2,71,1,3,Paraná                                            ,Entre Ríos                                        ,8007253
1,1,2,37,1,2,Paraná                                            ,Entre Ríos                                        ,8007253
1,1,1,37,1,1,Uruguay                                           ,Entre Ríos                                        ,8145058
1,1,2,32,1,3,Uruguay                                           ,Entre Ríos                                        ,8145058
1,1,2,10,1,0,Uruguay                                           ,Entre Ríos                                        ,8145058
1,1,1,23,1,1,Formosa                                           ,Formosa                                           ,8209965
1,1,2,41,1,1,Formosa                                           ,Formosa                                           ,8209965
1,1,2,18,1,3,Formosa                                           ,Formosa                                           ,8209965
1,1,1,72,1,1,Formosa                                           ,Formosa                                           ,8209965
1,1,1,77,1,3,Formosa                                           ,Formosa                                           ,8209965
1,3,2,30,1,3,Matacos                                           ,Formosa                                           ,8245104
1,3,1,30,1,1,Matacos                                           ,Formosa                                           ,8245104
1,3,1,57,1,1,Matacos                                           ,Formosa                                           ,8245104
1,3,2,54,1,3,Matacos                                           ,Formosa                                           ,8245104
1,3,1,3,2,0,Matacos                                           ,Formosa                                           ,8245104
1,3,2,52,1,1,Pilcomayo                                         ,Formosa                                           ,8276812
1,3,1,54,1,1,Pilcomayo                                         ,Formosa                                           ,8276812
1,3,2,26,1,1,Pilcomayo                                         ,Formosa                                           ,8276812
1,1,2,45,1,3,Pilcomayo                                         ,Formosa                                           ,8288454
1,1,1,20,1,1,Pilcomayo                                         ,Formosa                                           ,8288454
1,1,2,17,1,3,Pilcomayo                                         ,Formosa                                           ,8288454
1,2,1,55,1,1,El Carmen                                         ,Jujuy                                             ,8335487
1,2,1,29,1,1,El Carmen                                         ,Jujuy                                             ,8335487
1,3,1,55,1,1,Dr. Manuel Belgrano                               ,Jujuy                                             ,8339416
1,3,2,55,1,3,Dr. Manuel Belgrano                               ,Jujuy                                             ,8339416
1,1,2,70,1,3,Dr. Manuel Belgrano                               ,Jujuy                                             ,8343562
1,1,1,74,1,3,Dr. Manuel Belgrano                               ,Jujuy                                             ,8343562
1,1,1,39,1,1,Dr. Manuel Belgrano                               ,Jujuy                                             ,8410114
1,1,1,15,1,3,Dr. Manuel Belgrano                               ,Jujuy                                             ,8410114
1,2,1,37,1,1,Coronel Felipe Varela                             ,La Rioja                                          ,8651556
1,2,1,14,1,3,Coronel Felipe Varela                             ,La Rioja                                          ,8651556
1,2,2,13,1,0,Coronel Felipe Varela                             ,La Rioja                                          ,8651556
1,2,2,10,1,0,Coronel Felipe Varela                             ,La Rioja                                          ,8651556
1,2,1,6,1,0,Coronel Felipe Varela                             ,La Rioja                                          ,8651556
1,3,1,54,1,1,Chilecito                                         ,La Rioja                                          ,8670170
1,3,2,21,1,3,Chilecito                                         ,La Rioja                                          ,8670170
1,3,2,31,2,3,Chilecito                                         ,La Rioja                                          ,8670170
1,3,1,13,1,0,Chilecito                                         ,La Rioja                                          ,8670170
1,3,1,5,1,0,Chilecito                                         ,La Rioja                                          ,8670170
1,3,1,3,2,0,Chilecito                                         ,La Rioja                                          ,8670170
1,1,1,36,1,1,Godoy Cruz                                        ,Mendoza                                           ,8743103
1,1,2,33,1,1,Godoy Cruz                                        ,Mendoza                                           ,8743103
1,1,2,13,1,0,Godoy Cruz                                        ,Mendoza                                           ,8743103
1,1,1,8,1,0,Godoy Cruz                                        ,Mendoza                                           ,8743103
1,1,1,1,0,0,Godoy Cruz                                        ,Mendoza                                           ,8743103
4,1,1,29,1,1,Godoy Cruz                                        ,Mendoza                                           ,8752807
4,1,2,29,1,3,Godoy Cruz                                        ,Mendoza                                           ,8752807
4,1,1,31,1,1,Godoy Cruz                                        ,Mendoza                                           ,8774160
4,1,2,34,1,1,Godoy Cruz                                        ,Mendoza                                           ,8774160
4,1,2,0,0,0,Godoy Cruz                                        ,Mendoza                                           ,8774160
1,1,1,52,1,2,Guaymallén                                        ,Mendoza                                           ,8873827
1,1,2,49,1,1,Guaymallén                                        ,Mendoza                                           ,8873827
1,1,1,29,1,1,Guaymallén                                        ,Mendoza                                           ,8873827
1,1,1,19,1,3,Guaymallén                                        ,Mendoza                                           ,8873827
1,1,2,17,1,1,Guaymallén                                        ,Mendoza                                           ,8873827
1,1,2,10,1,0,Guaymallén                                        ,Mendoza                                           ,8873827
1,1,1,53,1,1,Luján de Cuyo                                     ,Mendoza                                           ,8975423
1,1,2,38,1,3,Luján de Cuyo                                     ,Mendoza                                           ,8975423
1,1,1,1,0,0,Luján de Cuyo                                     ,Mendoza                                           ,8975423
1,1,1,27,1,1,Luján de Cuyo                                     ,Mendoza                                           ,8978610
1,1,2,28,1,1,Luján de Cuyo                                     ,Mendoza                                           ,8978610
1,1,2,56,1,2,Luján de Cuyo                                     ,Mendoza                                           ,8983869
1,1,1,59,1,1,Luján de Cuyo                                     ,Mendoza                                           ,8983869
1,1,1,35,1,1,Maipú                                             ,Mendoza                                           ,9031446
1,1,2,34,1,3,Maipú                                             ,Mendoza                                           ,9031446
1,1,2,3,2,0,Maipú                                             ,Mendoza                                           ,9031446
1,1,2,0,0,0,Maipú                                             ,Mendoza                                           ,9031446
1,1,1,39,2,1,Tunuyán                                           ,Mendoza                                           ,9174052
