tipovivienda,calidadservicios,sexo,edad,alfabetismo,actividad,nombredepto,nombreprov,hogarid
4,1,1,31,1,1,Comuna 04                                         ,Ciudad Autónoma de Buenos Aires                   ,263998
4,1,2,74,1,3,Comuna 04                                         ,Ciudad Autónoma de Buenos Aires                   ,263998
4,1,1,14,1,1,Comuna 04                                         ,Ciudad Autónoma de Buenos Aires                   ,293538
4,1,1,54,1,1,Comuna 05                                         ,Ciudad Autónoma de Buenos Aires                   ,345328
4,1,1,7,1,0,Comuna 05                                         ,Ciudad Autónoma de Buenos Aires                   ,345328
4,1,2,39,1,1,Comuna 06                                         ,Ciudad Autónoma de Buenos Aires                   ,427491
4,1,1,35,1,1,Comuna 06                                         ,Ciudad Autónoma de Buenos Aires                   ,453680
4,1,2,35,1,2,Comuna 06                                         ,Ciudad Autónoma de Buenos Aires                   ,453680
4,1,2,77,1,3,Comuna 06                                         ,Ciudad Autónoma de Buenos Aires                   ,453680
4,1,1,42,1,1,Comuna 06                                         ,Ciudad Autónoma de Buenos Aires                   ,453680
1,1,1,46,1,1,Comuna 07                                         ,Ciudad Autónoma de Buenos Aires                   ,510399
1,1,2,47,1,1,Comuna 07                                         ,Ciudad Autónoma de Buenos Aires                   ,510399
1,1,1,39,1,1,Comuna 07                                         ,Ciudad Autónoma de Buenos Aires                   ,510399
1,1,2,25,1,2,Comuna 07                                         ,Ciudad Autónoma de Buenos Aires                   ,510399
1,1,1,21,1,2,Comuna 07                                         ,Ciudad Autónoma de Buenos Aires                   ,510399
1,1,1,18,1,2,Comuna 07                                         ,Ciudad Autónoma de Buenos Aires                   ,510399
1,1,2,8,1,0,Comuna 07                                         ,Ciudad Autónoma de Buenos Aires                   ,510399
1,1,2,21,1,1,Comuna 07                                         ,Ciudad Autónoma de Buenos Aires                   ,510399
1,1,1,58,1,1,Comuna 09                                         ,Ciudad Autónoma de Buenos Aires                   ,631998
1,1,2,67,1,3,Comuna 09                                         ,Ciudad Autónoma de Buenos Aires                   ,631998
1,1,1,46,1,1,Comuna 11                                         ,Ciudad Autónoma de Buenos Aires                   ,748710
1,1,2,44,1,1,Comuna 11                                         ,Ciudad Autónoma de Buenos Aires                   ,748710
1,1,1,19,1,1,Comuna 11                                         ,Ciudad Autónoma de Buenos Aires                   ,748710
1,1,1,15,1,3,Comuna 11                                         ,Ciudad Autónoma de Buenos Aires                   ,748710
4,1,2,59,1,1,Comuna 11                                         ,Ciudad Autónoma de Buenos Aires                   ,760881
4,1,1,22,1,1,Comuna 11                                         ,Ciudad Autónoma de Buenos Aires                   ,760881
1,1,1,63,1,1,Comuna 12                                         ,Ciudad Autónoma de Buenos Aires                   ,816859
1,1,2,62,1,1,Comuna 12                                         ,Ciudad Autónoma de Buenos Aires                   ,816859
1,1,2,92,1,3,Comuna 12                                         ,Ciudad Autónoma de Buenos Aires                   ,816859
4,1,2,95,1,3,Comuna 12                                         ,Ciudad Autónoma de Buenos Aires                   ,839885
1,1,2,30,1,3,Comuna 13                                         ,Ciudad Autónoma de Buenos Aires                   ,909640
1,1,1,32,1,1,Comuna 13                                         ,Ciudad Autónoma de Buenos Aires                   ,909640
1,1,1,0,0,0,Comuna 13                                         ,Ciudad Autónoma de Buenos Aires                   ,909640
1,1,1,20,1,2,Comuna 13                                         ,Ciudad Autónoma de Buenos Aires                   ,909640
4,1,1,38,1,1,Comuna 13                                         ,Ciudad Autónoma de Buenos Aires                   ,950376
4,1,2,29,1,1,Comuna 14                                         ,Ciudad Autónoma de Buenos Aires                   ,1026754
4,1,2,78,1,3,Comuna 14                                         ,Ciudad Autónoma de Buenos Aires                   ,1040349
4,1,1,35,1,1,Comuna 14                                         ,Ciudad Autónoma de Buenos Aires                   ,1059533
4,1,2,32,1,1,Comuna 14                                         ,Ciudad Autónoma de Buenos Aires                   ,1059533
4,1,2,8,1,0,Comuna 14                                         ,Ciudad Autónoma de Buenos Aires                   ,1059533
4,1,1,40,1,2,Comuna 15                                         ,Ciudad Autónoma de Buenos Aires                   ,1085567
4,1,2,39,1,2,Comuna 15                                         ,Ciudad Autónoma de Buenos Aires                   ,1085567
4,1,1,10,1,0,Comuna 15                                         ,Ciudad Autónoma de Buenos Aires                   ,1085567
4,1,1,1,0,0,Comuna 15                                         ,Ciudad Autónoma de Buenos Aires                   ,1085567
1,3,2,47,1,1,Almirante Brown                                   ,Buenos Aires                                      ,1170794
1,3,1,19,1,1,Almirante Brown                                   ,Buenos Aires                                      ,1170794
1,3,2,22,1,3,Almirante Brown                                   ,Buenos Aires                                      ,1170794
1,3,1,17,1,1,Almirante Brown                                   ,Buenos Aires                                      ,1170794
1,3,1,23,1,1,Almirante Brown                                   ,Buenos Aires                                      ,1170794
1,3,2,2,0,0,Almirante Brown                                   ,Buenos Aires                                      ,1170794
1,3,2,0,0,0,Almirante Brown                                   ,Buenos Aires                                      ,1170794
1,3,1,34,1,1,Almirante Brown                                   ,Buenos Aires                                      ,1183511
1,3,2,34,1,3,Almirante Brown                                   ,Buenos Aires                                      ,1183511
1,3,1,16,1,1,Almirante Brown                                   ,Buenos Aires                                      ,1183511
1,3,1,14,1,3,Almirante Brown                                   ,Buenos Aires                                      ,1183511
1,3,1,0,0,0,Almirante Brown                                   ,Buenos Aires                                      ,1183511
1,3,2,57,1,2,Almirante Brown                                   ,Buenos Aires                                      ,1183512
1,3,1,70,1,3,Almirante Brown                                   ,Buenos Aires                                      ,1211751
1,3,2,64,1,3,Almirante Brown                                   ,Buenos Aires                                      ,1211751
4,1,1,52,1,1,Almirante Brown                                   ,Buenos Aires                                      ,1250677
4,1,2,53,1,1,Almirante Brown                                   ,Buenos Aires                                      ,1250677
1,3,1,67,1,1,Almirante Brown                                   ,Buenos Aires                                      ,1303654
1,3,2,65,1,1,Almirante Brown                                   ,Buenos Aires                                      ,1303654
1,2,2,66,1,3,Avellaneda                                        ,Buenos Aires                                      ,1390619
1,2,2,34,1,1,Avellaneda                                        ,Buenos Aires                                      ,1390619
1,1,2,85,1,3,Berazategui                                       ,Buenos Aires                                      ,1445824
1,1,2,65,1,1,Berazategui                                       ,Buenos Aires                                      ,1445824
1,1,1,68,1,3,Berazategui                                       ,Buenos Aires                                      ,1445824
1,3,1,46,1,1,Esteban Echeverría                                ,Buenos Aires                                      ,1525353
1,3,2,42,1,3,Esteban Echeverría                                ,Buenos Aires                                      ,1525353
1,3,1,6,1,0,Esteban Echeverría                                ,Buenos Aires                                      ,1525353
1,3,2,42,1,1,Ezeiza                                            ,Buenos Aires                                      ,1607409
1,3,1,38,1,1,Ezeiza                                            ,Buenos Aires                                      ,1607409
1,3,1,18,1,2,Ezeiza                                            ,Buenos Aires                                      ,1607409
1,2,1,25,1,1,Florencio Varela                                  ,Buenos Aires                                      ,1674735
1,2,2,19,1,3,Florencio Varela                                  ,Buenos Aires                                      ,1674735
1,2,2,3,2,0,Florencio Varela                                  ,Buenos Aires                                      ,1674735
1,1,2,53,1,1,General San Martín                                ,Buenos Aires                                      ,1859332
1,1,1,26,1,1,General San Martín                                ,Buenos Aires                                      ,1859332
1,1,1,22,1,1,General San Martín                                ,Buenos Aires                                      ,1859332
1,3,2,81,1,3,Hurlingham                                        ,Buenos Aires                                      ,1899059
1,3,1,50,1,1,José C. Paz                                       ,Buenos Aires                                      ,2060347
1,3,2,56,1,3,José C. Paz                                       ,Buenos Aires                                      ,2060347
1,1,2,63,1,1,La Matanza                                        ,Buenos Aires                                      ,2102022
1,1,2,32,1,1,La Matanza                                        ,Buenos Aires                                      ,2102022
1,1,1,31,1,1,La Matanza                                        ,Buenos Aires                                      ,2102022
1,1,1,21,1,1,La Matanza                                        ,Buenos Aires                                      ,2102022
1,1,1,9,1,0,La Matanza                                        ,Buenos Aires                                      ,2102022
1,1,1,5,2,0,La Matanza                                        ,Buenos Aires                                      ,2102022
1,1,1,50,1,1,La Matanza                                        ,Buenos Aires                                      ,2104153
1,1,2,48,1,3,La Matanza                                        ,Buenos Aires                                      ,2104153
1,1,2,26,1,2,La Matanza                                        ,Buenos Aires                                      ,2104153
1,1,1,22,1,2,La Matanza                                        ,Buenos Aires                                      ,2104153
1,1,2,20,1,1,La Matanza                                        ,Buenos Aires                                      ,2104153
1,1,2,3,2,0,La Matanza                                        ,Buenos Aires                                      ,2104153
2,3,2,51,1,3,La Matanza                                        ,Buenos Aires                                      ,2126941
2,3,1,42,1,3,La Matanza                                        ,Buenos Aires                                      ,2126941
2,3,2,30,1,3,La Matanza                                        ,Buenos Aires                                      ,2126941
2,3,2,88,1,3,La Matanza                                        ,Buenos Aires                                      ,2126941
2,3,1,31,1,3,La Matanza                                        ,Buenos Aires                                      ,2126941
2,3,1,32,1,3,La Matanza                                        ,Buenos Aires                                      ,2126941
1,1,1,31,1,1,La Matanza                                        ,Buenos Aires                                      ,2264070
1,1,2,29,1,1,La Matanza                                        ,Buenos Aires                                      ,2264070
1,1,2,12,1,0,La Matanza                                        ,Buenos Aires                                      ,2264070
1,1,1,8,1,0,La Matanza                                        ,Buenos Aires                                      ,2264070
1,1,1,22,1,1,La Matanza                                        ,Buenos Aires                                      ,2264070
1,3,1,70,1,1,La Matanza                                        ,Buenos Aires                                      ,2299200
1,3,2,38,1,1,La Matanza                                        ,Buenos Aires                                      ,2299200
1,3,2,15,1,3,La Matanza                                        ,Buenos Aires                                      ,2299200
1,3,1,10,1,0,La Matanza                                        ,Buenos Aires                                      ,2299200
4,1,2,39,1,1,La Matanza                                        ,Buenos Aires                                      ,2304443
4,1,1,40,1,1,La Matanza                                        ,Buenos Aires                                      ,2304443
4,1,1,18,1,2,La Matanza                                        ,Buenos Aires                                      ,2304443
4,1,2,12,1,0,La Matanza                                        ,Buenos Aires                                      ,2304443
1,1,1,33,1,1,La Matanza                                        ,Buenos Aires                                      ,2306473
1,1,2,34,1,3,La Matanza                                        ,Buenos Aires                                      ,2306473
1,1,1,12,1,0,La Matanza                                        ,Buenos Aires                                      ,2306473
1,1,2,4,1,0,La Matanza                                        ,Buenos Aires                                      ,2306473
1,3,1,43,1,1,La Matanza                                        ,Buenos Aires                                      ,2391520
1,3,2,41,1,1,La Matanza                                        ,Buenos Aires                                      ,2391520
1,3,1,10,1,0,La Matanza                                        ,Buenos Aires                                      ,2391520
1,3,1,8,1,0,La Matanza                                        ,Buenos Aires                                      ,2391520
1,3,2,78,1,3,La Matanza                                        ,Buenos Aires                                      ,2416033
1,2,2,30,1,1,La Matanza                                        ,Buenos Aires                                      ,2509241
1,2,1,33,1,1,La Matanza                                        ,Buenos Aires                                      ,2509241
1,2,2,11,1,0,La Matanza                                        ,Buenos Aires                                      ,2509241
1,2,1,9,1,0,La Matanza                                        ,Buenos Aires                                      ,2509241
1,2,1,27,1,1,La Matanza                                        ,Buenos Aires                                      ,2509241
1,2,2,49,1,2,La Matanza                                        ,Buenos Aires                                      ,2509241
1,3,1,47,1,1,Lomas de Zamora                                   ,Buenos Aires                                      ,2806901
1,3,2,41,1,3,Lomas de Zamora                                   ,Buenos Aires                                      ,2806901
1,3,1,21,1,1,Lomas de Zamora                                   ,Buenos Aires                                      ,2806901
1,3,2,14,1,3,Lomas de Zamora                                   ,Buenos Aires                                      ,2806901
1,3,1,33,1,1,Malvinas Argentinas                               ,Buenos Aires                                      ,2896407
1,3,1,38,1,1,Merlo                                             ,Buenos Aires                                      ,3020356
1,3,2,30,1,1,Merlo                                             ,Buenos Aires                                      ,3020356
1,3,1,11,1,0,Merlo                                             ,Buenos Aires                                      ,3020356
1,3,1,9,1,0,Merlo                                             ,Buenos Aires                                      ,3020356
1,3,2,6,1,0,Merlo                                             ,Buenos Aires                                      ,3020356
1,3,2,2,0,0,Merlo                                             ,Buenos Aires                                      ,3020356
1,2,2,64,1,3,Merlo                                             ,Buenos Aires                                      ,3027020
1,2,1,72,1,1,Merlo                                             ,Buenos Aires                                      ,3027020
1,2,2,29,1,3,Merlo                                             ,Buenos Aires                                      ,3027020
1,2,2,12,1,0,Merlo                                             ,Buenos Aires                                      ,3027020
1,2,2,11,1,0,Merlo                                             ,Buenos Aires                                      ,3027020
1,2,2,22,1,3,Merlo                                             ,Buenos Aires                                      ,3027020
1,1,2,83,1,3,Merlo                                             ,Buenos Aires                                      ,3048531
1,1,2,67,1,3,Merlo                                             ,Buenos Aires                                      ,3048531
1,2,1,45,1,1,Merlo                                             ,Buenos Aires                                      ,3077804
1,2,2,34,1,1,Merlo                                             ,Buenos Aires                                      ,3077804
1,2,2,1,0,0,Merlo                                             ,Buenos Aires                                      ,3077804
1,2,1,22,1,3,Merlo                                             ,Buenos Aires                                      ,3077804
1,2,1,65,1,3,Moreno                                            ,Buenos Aires                                      ,3207897
1,2,2,28,1,3,Moreno                                            ,Buenos Aires                                      ,3207897
1,2,1,34,2,1,Moreno                                            ,Buenos Aires                                      ,3207897
1,2,1,35,1,1,Moreno                                            ,Buenos Aires                                      ,3207897
1,2,2,2,0,0,Moreno                                            ,Buenos Aires                                      ,3207897
4,1,1,26,1,1,Morón                                             ,Buenos Aires                                      ,3299848
4,1,2,26,1,1,Morón                                             ,Buenos Aires                                      ,3299848
1,2,1,63,1,1,Morón                                             ,Buenos Aires                                      ,3338544
1,2,2,50,1,2,Morón                                             ,Buenos Aires                                      ,3338544
1,2,2,36,1,1,Morón                                             ,Buenos Aires                                      ,3338544
1,2,2,31,1,1,Morón                                             ,Buenos Aires                                      ,3338544
1,2,1,17,1,1,Morón                                             ,Buenos Aires                                      ,3338544
1,2,1,5,2,0,Morón                                             ,Buenos Aires                                      ,3338544
1,2,1,31,1,1,Morón                                             ,Buenos Aires                                      ,3359331
1,3,1,23,1,1,Quilmes                                           ,Buenos Aires                                      ,3410673
1,3,2,19,1,3,Quilmes                                           ,Buenos Aires                                      ,3410673
1,3,1,2,0,0,Quilmes                                           ,Buenos Aires                                      ,3410673
4,1,1,55,1,2,Quilmes                                           ,Buenos Aires                                      ,3426839
4,1,2,57,1,1,Quilmes                                           ,Buenos Aires                                      ,3426839
4,1,1,23,1,1,Quilmes                                           ,Buenos Aires                                      ,3426839
1,1,1,66,1,1,Quilmes                                           ,Buenos Aires                                      ,3446229
1,1,2,60,1,1,Quilmes                                           ,Buenos Aires                                      ,3446229
1,1,2,29,1,1,Quilmes                                           ,Buenos Aires                                      ,3446229
1,3,2,71,1,1,Quilmes                                           ,Buenos Aires                                      ,3456158
1,1,1,34,1,1,San Isidro                                        ,Buenos Aires                                      ,3603610
1,1,2,36,1,1,San Isidro                                        ,Buenos Aires                                      ,3603610
1,1,1,0,0,0,San Isidro                                        ,Buenos Aires                                      ,3603610
1,1,1,32,1,1,San Isidro                                        ,Buenos Aires                                      ,3653632
1,1,2,33,1,3,San Isidro                                        ,Buenos Aires                                      ,3653632
1,1,2,7,1,0,San Isidro                                        ,Buenos Aires                                      ,3653632
1,1,2,13,1,0,San Isidro                                        ,Buenos Aires                                      ,3653632
1,1,1,49,1,1,Tigre                                             ,Buenos Aires                                      ,3769393
1,1,2,42,1,2,Tigre                                             ,Buenos Aires                                      ,3769393
1,1,2,14,1,3,Tigre                                             ,Buenos Aires                                      ,3769393
1,1,1,12,1,0,Tigre                                             ,Buenos Aires                                      ,3769393
1,1,1,2,0,0,Tigre                                             ,Buenos Aires                                      ,3769393
1,2,2,46,1,1,Tigre                                             ,Buenos Aires                                      ,3782034
1,2,1,23,1,1,Tigre                                             ,Buenos Aires                                      ,3782034
1,2,1,19,1,1,Tigre                                             ,Buenos Aires                                      ,3782034
1,2,2,10,1,0,Tigre                                             ,Buenos Aires                                      ,3782034
1,2,1,54,1,1,Tigre                                             ,Buenos Aires                                      ,3795211
1,2,2,49,1,1,Tigre                                             ,Buenos Aires                                      ,3795211
1,2,2,19,1,1,Tigre                                             ,Buenos Aires                                      ,3795211
1,2,2,56,1,1,Tigre                                             ,Buenos Aires                                      ,3805483
1,2,1,21,1,1,Tigre                                             ,Buenos Aires                                      ,3805483
1,2,1,17,1,3,Tigre                                             ,Buenos Aires                                      ,3805483
1,2,2,16,1,3,Tigre                                             ,Buenos Aires                                      ,3805483
1,1,2,56,1,1,Tres de Febrero                                   ,Buenos Aires                                      ,3913418
1,1,2,89,1,3,Tres de Febrero                                   ,Buenos Aires                                      ,3913418
1,1,2,26,1,1,Tres de Febrero                                   ,Buenos Aires                                      ,3913418
1,1,2,77,1,3,Tres de Febrero                                   ,Buenos Aires                                      ,3949000
1,1,2,37,1,1,Vicente López                                     ,Buenos Aires                                      ,4035190
1,1,1,35,1,1,Vicente López                                     ,Buenos Aires                                      ,4035190
1,1,1,17,1,3,Vicente López                                     ,Buenos Aires                                      ,4035190
1,1,1,15,1,3,Vicente López                                     ,Buenos Aires                                      ,4035190
1,1,2,10,1,0,Vicente López                                     ,Buenos Aires                                      ,4035190
1,1,1,8,1,0,Vicente López                                     ,Buenos Aires                                      ,4035190
1,1,2,33,1,1,Vicente López                                     ,Buenos Aires                                      ,4035190
1,1,1,17,1,1,Vicente López                                     ,Buenos Aires                                      ,4035190
4,1,2,36,1,1,Vicente López                                     ,Buenos Aires                                      ,4038727
1,3,2,79,1,3,Adolfo Gonzáles Chaves                            ,Buenos Aires                                      ,4097854
1,1,1,77,1,3,Bahía Blanca                                      ,Buenos Aires                                      ,4185554
1,1,2,77,1,3,Bahía Blanca                                      ,Buenos Aires                                      ,4185554
4,1,1,32,1,1,Bahía Blanca                                      ,Buenos Aires                                      ,4186310
4,1,2,31,1,1,Bahía Blanca                                      ,Buenos Aires                                      ,4186310
1,1,1,46,1,1,Bahía Blanca                                      ,Buenos Aires                                      ,4203951
1,1,2,42,1,1,Bahía Blanca                                      ,Buenos Aires                                      ,4203951
1,1,2,80,1,1,Chacabuco                                         ,Buenos Aires                                      ,4464755
1,1,2,73,1,1,Chacabuco                                         ,Buenos Aires                                      ,4464755
1,3,1,59,1,1,Exaltación de la Cruz                             ,Buenos Aires                                      ,4614451
1,3,1,30,1,1,Exaltación de la Cruz                             ,Buenos Aires                                      ,4614451
1,3,2,43,1,3,Exaltación de la Cruz                             ,Buenos Aires                                      ,4614451
1,3,2,5,1,0,Exaltación de la Cruz                             ,Buenos Aires                                      ,4614451
1,1,2,80,1,3,General Belgrano                                  ,Buenos Aires                                      ,4644317
1,1,1,72,2,3,General Belgrano                                  ,Buenos Aires                                      ,4644317
1,3,1,38,1,1,General Pueyrredón                                ,Buenos Aires                                      ,4697996
1,3,2,37,1,3,General Pueyrredón                                ,Buenos Aires                                      ,4697996
1,3,1,20,1,1,General Pueyrredón                                ,Buenos Aires                                      ,4697996
1,3,1,17,1,3,General Pueyrredón                                ,Buenos Aires                                      ,4697996
1,3,1,15,2,1,General Pueyrredón                                ,Buenos Aires                                      ,4697996
1,3,1,14,1,3,General Pueyrredón                                ,Buenos Aires                                      ,4697996
1,3,1,11,1,0,General Pueyrredón                                ,Buenos Aires                                      ,4697996
1,3,1,2,0,0,General Pueyrredón                                ,Buenos Aires                                      ,4697996
1,3,2,18,1,3,General Pueyrredón                                ,Buenos Aires                                      ,4697996
1,3,1,3,2,0,General Pueyrredón                                ,Buenos Aires                                      ,4697996
4,1,1,29,1,1,General Pueyrredón                                ,Buenos Aires                                      ,4765495
1,1,1,48,1,1,General Pueyrredón                                ,Buenos Aires                                      ,4818750
1,1,2,50,1,1,General Pueyrredón                                ,Buenos Aires                                      ,4818750
1,1,1,14,1,2,General Pueyrredón                                ,Buenos Aires                                      ,4818750
1,1,2,52,1,1,Junín                                             ,Buenos Aires                                      ,4952487
1,1,2,23,1,1,Junín                                             ,Buenos Aires                                      ,4952487
1,1,2,22,1,3,Junín                                             ,Buenos Aires                                      ,4952487
1,1,1,55,1,1,La Plata                                          ,Buenos Aires                                      ,4988539
1,1,2,55,1,3,La Plata                                          ,Buenos Aires                                      ,4988539
1,1,2,27,1,3,La Plata                                          ,Buenos Aires                                      ,4988539
1,1,2,26,1,3,La Plata                                          ,Buenos Aires                                      ,4988539
3,1,1,44,1,1,La Plata                                          ,Buenos Aires                                      ,4996438
3,1,1,54,1,3,La Plata                                          ,Buenos Aires                                      ,4996438
1,3,2,53,1,1,La Plata                                          ,Buenos Aires                                      ,5110643
1,3,1,30,1,1,La Plata                                          ,Buenos Aires                                      ,5110643
1,3,1,24,1,1,La Plata                                          ,Buenos Aires                                      ,5110643
1,3,2,25,1,1,La Plata                                          ,Buenos Aires                                      ,5110643
1,3,1,19,1,1,La Plata                                          ,Buenos Aires                                      ,5110643
1,3,2,10,1,0,La Plata                                          ,Buenos Aires                                      ,5110643
1,3,1,7,1,0,La Plata                                          ,Buenos Aires                                      ,5110643
1,3,1,59,1,1,Lobos                                             ,Buenos Aires                                      ,5251003
1,3,2,55,1,3,Lobos                                             ,Buenos Aires                                      ,5251003
1,3,2,29,1,3,Lobos                                             ,Buenos Aires                                      ,5251003
1,3,1,31,1,1,Lobos                                             ,Buenos Aires                                      ,5251003
1,3,1,0,0,0,Lobos                                             ,Buenos Aires                                      ,5251003
1,1,2,60,1,1,Monte                                             ,Buenos Aires                                      ,5344025
1,1,1,30,1,1,Monte                                             ,Buenos Aires                                      ,5344025
1,1,2,19,1,3,Monte                                             ,Buenos Aires                                      ,5344025
1,3,1,55,1,1,Navarro                                           ,Buenos Aires                                      ,5354712
1,2,1,39,1,1,Patagones                                         ,Buenos Aires                                      ,5444432
1,2,2,30,1,1,Patagones                                         ,Buenos Aires                                      ,5444432
1,2,1,8,1,0,Patagones                                         ,Buenos Aires                                      ,5444432
1,2,2,8,2,0,Patagones                                         ,Buenos Aires                                      ,5444432
1,3,2,42,1,1,Pilar                                             ,Buenos Aires                                      ,5529873
1,3,1,43,1,1,Pilar                                             ,Buenos Aires                                      ,5529873
1,3,1,22,1,1,Pilar                                             ,Buenos Aires                                      ,5529873
1,3,2,21,1,1,Pilar                                             ,Buenos Aires                                      ,5529873
1,3,2,19,1,3,Pilar                                             ,Buenos Aires                                      ,5529873
1,3,2,18,1,3,Pilar                                             ,Buenos Aires                                      ,5529873
1,3,2,16,1,3,Pilar                                             ,Buenos Aires                                      ,5529873
1,3,1,13,1,0,Pilar                                             ,Buenos Aires                                      ,5529873
1,3,1,0,0,0,Pilar                                             ,Buenos Aires                                      ,5529873
1,1,1,50,1,3,Salto                                             ,Buenos Aires                                      ,5680614
1,1,1,35,1,1,San Antonio de Areco                              ,Buenos Aires                                      ,5699608
1,1,2,32,1,1,San Antonio de Areco                              ,Buenos Aires                                      ,5699608
1,1,2,0,0,0,San Antonio de Areco                              ,Buenos Aires                                      ,5699608
1,1,1,55,1,1,San Nicolás                                       ,Buenos Aires                                      ,5709045
1,3,1,41,1,1,San Vicente                                       ,Buenos Aires                                      ,5778405
1,3,2,19,1,1,San Vicente                                       ,Buenos Aires                                      ,5778405
1,3,1,3,2,0,San Vicente                                       ,Buenos Aires                                      ,5778405
1,3,2,1,0,0,San Vicente                                       ,Buenos Aires                                      ,5778405
1,1,2,64,1,1,Suipacha                                          ,Buenos Aires                                      ,5791166
1,1,1,59,1,1,Tandil                                            ,Buenos Aires                                      ,5816212
1,1,2,37,1,1,Tandil                                            ,Buenos Aires                                      ,5816212
1,1,2,8,1,0,Tandil                                            ,Buenos Aires                                      ,5816212
1,1,1,8,1,0,Tandil                                            ,Buenos Aires                                      ,5816212
1,1,2,6,1,0,Tandil                                            ,Buenos Aires                                      ,5816212
1,1,2,4,2,0,Tandil                                            ,Buenos Aires                                      ,5816212
1,1,2,1,0,0,Tandil                                            ,Buenos Aires                                      ,5816212
4,1,2,64,1,1,Villarino                                         ,Buenos Aires                                      ,5912922
1,1,1,41,1,1,Capital                                           ,Catamarca                                         ,5988642
1,2,1,51,1,1,Valle Viejo                                       ,Catamarca                                         ,6038884
1,2,2,53,1,1,Valle Viejo                                       ,Catamarca                                         ,6038884
1,2,2,23,1,1,Valle Viejo                                       ,Catamarca                                         ,6038884
1,1,1,35,1,1,Capital                                           ,Córdoba                                           ,6069223
1,1,2,34,1,3,Capital                                           ,Córdoba                                           ,6069223
1,1,2,14,1,3,Capital                                           ,Córdoba                                           ,6069223
1,1,2,4,2,0,Capital                                           ,Córdoba                                           ,6069223
1,1,1,3,2,0,Capital                                           ,Córdoba                                           ,6069223
1,1,2,1,0,0,Capital                                           ,Córdoba                                           ,6069223
4,1,1,32,1,1,Capital                                           ,Córdoba                                           ,6114635
1,3,2,51,2,3,Capital                                           ,Córdoba                                           ,6211999
1,3,1,54,2,1,Capital                                           ,Córdoba                                           ,6211999
1,1,2,73,1,2,Capital                                           ,Córdoba                                           ,6227445
1,1,2,76,1,1,Capital                                           ,Córdoba                                           ,6265279
1,2,1,36,1,1,Capital                                           ,Córdoba                                           ,6381536
1,2,2,28,1,2,Capital                                           ,Córdoba                                           ,6381536
1,2,1,11,1,0,Capital                                           ,Córdoba                                           ,6381536
1,2,2,2,0,0,Capital                                           ,Córdoba                                           ,6381536
1,2,1,0,0,0,Capital                                           ,Córdoba                                           ,6381536
1,3,2,47,1,1,Capital                                           ,Córdoba                                           ,6426881
1,3,1,21,1,1,Capital                                           ,Córdoba                                           ,6426881
1,3,2,24,1,1,Capital                                           ,Córdoba                                           ,6426881
1,2,1,24,1,1,Capital                                           ,Córdoba                                           ,6437498
1,2,2,62,1,1,Capital                                           ,Córdoba                                           ,6437498
1,2,1,36,1,1,Colón                                             ,Córdoba                                           ,6523912
1,2,2,26,1,1,Colón                                             ,Córdoba                                           ,6523912
1,2,1,7,1,0,Colón                                             ,Córdoba                                           ,6523912
1,3,1,60,1,1,General Roca                                      ,Córdoba                                           ,6563871
1,2,1,29,1,1,General San Martín                                ,Córdoba                                           ,6569919
1,2,2,30,1,1,General San Martín                                ,Córdoba                                           ,6569919
1,2,2,6,1,0,General San Martín                                ,Córdoba                                           ,6569919
1,2,1,6,1,0,General San Martín                                ,Córdoba                                           ,6569919
1,2,1,0,0,0,General San Martín                                ,Córdoba                                           ,6569919
1,2,1,32,1,1,General San Martín                                ,Córdoba                                           ,6572006
1,2,2,23,1,3,General San Martín                                ,Córdoba                                           ,6572006
1,2,1,3,2,0,General San Martín                                ,Córdoba                                           ,6572006
1,2,1,10,1,0,General San Martín                                ,Córdoba                                           ,6572006
1,1,1,41,1,1,General San Martín                                ,Córdoba                                           ,6575208
1,1,2,39,1,1,General San Martín                                ,Córdoba                                           ,6575208
1,1,2,19,1,3,General San Martín                                ,Córdoba                                           ,6575208
1,1,1,13,1,0,General San Martín                                ,Córdoba                                           ,6575208
1,1,2,2,0,0,General San Martín                                ,Córdoba                                           ,6575208
1,2,2,50,1,1,Punilla                                           ,Córdoba                                           ,6731680
1,2,1,54,1,1,Punilla                                           ,Córdoba                                           ,6731680
1,3,1,28,1,1,Río Cuarto                                        ,Córdoba                                           ,6748927
1,3,2,22,1,3,Río Cuarto                                        ,Córdoba                                           ,6748927
1,3,2,0,0,0,Río Cuarto                                        ,Córdoba                                           ,6748927
1,3,2,30,1,3,Río Primero                                       ,Córdoba                                           ,6834313
1,3,1,51,1,1,Río Primero                                       ,Córdoba                                           ,6834313
1,3,1,16,1,1,Río Primero                                       ,Córdoba                                           ,6834313
1,3,2,7,1,0,Río Primero                                       ,Córdoba                                           ,6834313
1,3,1,4,2,0,Río Primero                                       ,Córdoba                                           ,6834313
1,3,2,13,1,0,Río Primero                                       ,Córdoba                                           ,6834313
1,3,2,58,1,1,Santa María                                       ,Córdoba                                           ,6977771
1,3,2,15,1,3,Santa María                                       ,Córdoba                                           ,6977771
1,3,1,23,1,1,Santa María                                       ,Córdoba                                           ,6977771
1,2,1,37,1,1,Unión                                             ,Córdoba                                           ,7074305
1,2,2,36,1,3,Unión                                             ,Córdoba                                           ,7074305
1,2,1,18,1,1,Unión                                             ,Córdoba                                           ,7074305
1,2,2,16,1,3,Unión                                             ,Córdoba                                           ,7074305
